Year,Life expectancy,GDP
2012,81.8,32569.59683
2011,81.8,33657.15727
2010,81.7,3661.994
2009,81.5,27795.87671
2008,81.0,29657.4421
2007,84.0,258.637
2006,84.0,2195.1769
2005,80.0,2611.17931
2004,81.0,19888.172
2003,79.7,18946.99942
2002,79.3,18431.15696
2001,79.3,236.19646
2000,78.9,2152.1432
2015,82.7,349.14755
2014,82.5,35396.66517
2013,82.3,3537.27441
2012,82.0,34814.12436
2011,82.0,38334.68477
2010,81.8,35849.37364
2009,81.6,36976.84512
2008,81.5,464.18465
2007,81.3,37698.78573
2006,81.2,3341.7482
2005,88.0,31959.26215
2004,89.0,31174.56118
2003,79.9,27387.2258
2002,80.0,22196.5736
2001,79.8,24.819
2000,79.4,251.2426
2015,76.2,4965.989857
2014,75.8,4855.743789
2013,75.6,56.144952
2012,75.3,521.33363
2011,75.2,513.549487
2010,75.0,4682.728424
2009,74.7,4293.383274
2008,74.5,492.492378
2007,74.2,462.517913
2006,74.0,4313.1682
2005,73.5,482.24762
2004,73.3,3719.97351
2003,73.1,3465.221998
2002,73.0,3596.496282
2001,72.7,3394.878
2000,72.6,336.8742
2015,83.7,34474.13736
2014,83.5,3896.21151
2013,83.5,4454.44746
2012,83.3,4863.47665
2011,82.5,48167.99727
2010,83.0,4457.67639
2009,83.0,4855.17564
2008,82.7,39339.29757
2007,82.6,35275.22843
2006,82.4,35433.98896
2005,82.0,37217.64873
2004,82.1,37688.72234
2003,81.9,3488.3992
2002,81.8,32289.3554
2001,81.5,33846.46564
2000,81.1,38532.488
2015,74.1,496.99275
2014,74.0,466.94775
2013,73.9,3992.86717
2012,73.7,387.753211
2011,73.6,387.324145
2010,73.4,3679.19275
2009,73.3,3492.1396
2008,73.1,3385.69665
2007,73.0,2762.86354
2006,72.8,2537.349
2005,72.4,223.83787
2004,72.5,261.456882
2003,72.3,1889.213962
2002,72.1,1812.288374
2001,71.9,1728.2659
2000,71.7,1657.889256
2015,72.0,159.9817
2014,69.9,1286.56511
2013,69.5,1389.8561
2012,69.1,12387.18982
2011,68.5,11634.42422
2010,67.8,97.649972
2009,67.8,7165.2775
2008,66.6,8513.564645
2007,65.3,6771.414797
2006,65.0,5291.57565
2005,64.6,3771.278957
2004,64.7,2874.288291
2003,64.4,268.123657
2002,64.7,1658.31146
2001,64.4,149.926751
2000,63.9,1229.958
2015,63.4,1349.97144
2014,62.9,1335.6458
2013,62.6,1229.114798
2012,62.1,1155.2582
2011,61.2,987.4453967
2010,63.0,967.34773
2009,59.1,92.816252
2008,57.9,916.8992515
2007,56.8,839.181117
2006,55.3,697.66385
2005,54.1,519.7999346
2004,53.0,458.8843551
2003,52.4,436.6875357
2002,52.1,395.8493511
2001,51.9,41.7763612
2000,51.9,43.9797132
2015,66.3,1424.483611
2014,66.1,1684.54274
2013,65.8,1724.361737
2012,65.7,1763.815497
2011,65.5,1692.613277
2010,65.3,1493.1651
2009,65.2,1297.285141
2008,65.1,1413.3234
2007,65.0,1357.632211
2006,65.0,1151.555618
2005,64.9,1214.556667
2004,64.8,113.6286
2003,64.7,115.3865
2002,64.6,826.58554
2001,64.3,734.9492461
2000,64.1,796.7937634
2015,74.7,28975.418
2014,74.6,42996.4812
2013,74.5,48399.9581
2012,74.3,51264.7134
2011,74.2,48268.5912
2010,74.0,38497.61696
2009,73.9,37567.3121
2008,73.8,55571.9986
2007,73.7,45793.97614
2006,73.6,42717.55725
2005,73.6,3549.26132
2004,73.5,26921.8278
2003,73.4,2271.56961
2002,73.3,17789.41981
2001,73.2,1654.96761
2000,73.2,18389.38433
2015,74.6,13666.58336
2014,74.4,15725.1374
2013,74.1,1532.22924
2012,73.8,13822.8559
2011,73.6,1372.68947
2010,72.8,11326.21947
2009,72.6,12219.37379
2008,71.9,16348.53121
2007,78.0,1444.1589
2006,75.0,9667.9757
2005,76.0,7558.7426
2004,71.0,6351.8125
2003,78.0,5134.95694
2002,73.0,4132.34927
2001,69.9,3572.8513
2000,71.0,3352.731296
2015,74.9,846.632851
2014,74.8,8161.4614
2013,74.9,846.285153
2012,75.0,8787.94668
2011,75.0,8734.9653
2010,74.9,8763.826274
2009,74.7,84.268878
2008,74.5,712.775759
2007,74.4,614.271115
2006,74.1,5372.65899
2005,73.9,5339.441291
2004,73.7,5424.22356
2003,73.5,5425.6697
2002,73.2,5436.595223
2001,73.0,5253.122599
2000,72.7,5334.93329
2015,53.7,173.82893
2014,52.1,1174.839214
2013,52.1,1196.1335
2012,52.2,1281.516
2011,52.3,1352.38433
2010,51.1,1173.26212
2009,49.4,923.136931
2008,47.8,934.428563
2007,46.2,918.432717
2006,45.3,915.775754
2005,44.5,862.9463118
2004,44.8,781.5145936
2003,45.5,63.636279
2002,46.4,47.89395
2001,47.8,437.819184
2000,49.3,474.8197876
2015,61.4,452.38717
2014,58.1,458.4651734
2013,61.1,454.1222236
2012,67.0,415.361958
2011,62.0,379.689583
2010,59.7,327.42597
2009,59.2,33.667491
2008,58.6,232.61732
2007,57.9,21.3733292
2006,56.7,178.92799
2005,55.3,168.648254
2004,54.0,149.4452549
2003,50.0,133.494518
2002,56.0,177.285187
2001,51.5,174.1815473
2000,51.9,183.4149991
2011,71.3,562.549434
2010,72.8,1212.56217
2009,72.7,1296.97353
2008,72.6,14396.4865
2007,72.5,1138.56661
2006,72.2,9344.987518
2005,71.9,8171.361651
2004,71.5,586.8364
2003,71.3,4676.96753
2002,71.1,375.442638
2001,71.0,6269.58123
2000,78.0,7145.628494
2015,73.6,14252.42853
2014,73.4,16554.97139
2013,73.0,15712.82376
2012,73.0,14341.836
2011,72.8,14357.73679
2010,72.4,11984.86857
2009,72.2,11837.3913
2008,71.1,14961.56818
2007,72.0,12297.91535
2006,76.0,924.642548
2005,78.0,7863.1629
2004,71.6,676.966998
2003,71.6,555.535669
2002,71.4,4146.987928
2001,71.2,353.147337
2000,71.6,3297.35471
2015,82.0,1199.8223
2014,81.7,119172.7418
2013,81.4,113751.85
2012,81.1,16749.136
2011,88.0,115761.577
2010,86.0,14965.361
2009,83.0,13198.6693
2008,80.0,114293.8433
2007,79.7,1618.4928
2006,79.4,89739.7117
2005,78.8,8289.69641
2004,78.7,75716.3518
2003,78.6,65445.8853
2002,78.3,5293.64115
2001,78.0,48179.4285
2000,77.8,48735.99549
2015,65.5,41.8575951
2014,65.1,452.4631926
2013,64.7,461.723722
2012,64.3,443.9611
2011,63.8,454.963464
2010,63.3,412.739341
2009,62.8,415.6893226
2008,62.3,47.733254
2007,61.9,377.8482928
2006,61.4,292.157443
2005,69.0,274.819723
2004,64.0,245.1235876
2003,59.9,316.7998965
2002,59.3,262.2859481
2001,58.7,278.555732
2000,57.9,245.939659
2015,58.3,362.6575444
2014,57.6,354.7253961
2013,56.7,332.922339
2012,55.3,374.51882
2011,54.1,512.125451
2010,52.9,458.8681744
2009,51.5,42.7379657
2008,50.0,372.842678
2007,48.5,32.2227274
2006,47.1,297.6971211
2005,46.0,28.3673842
2004,45.1,274.2256294
2003,44.6,26.152517
2002,44.0,29.9798977
2001,43.5,146.7615397
2000,43.1,153.2594872
2015,75.0,9643.644683
2014,74.8,11183.96191
2013,74.6,1882.27842
2012,74.5,1779.49641
2011,74.3,145.1262
2010,74.1,971.356987
2009,74.0,7326.744435
2008,73.8,8513.629541
2007,73.7,7269.17114
2006,73.6,6222.982955
2005,73.4,5593.822995
2004,73.2,4955.477743
2003,73.1,4463.675893
2002,72.9,4167.364387
2001,72.7,3915.11546
2000,72.4,445.17471
2015,78.5,8395.785198
2014,78.2,7716.2415
2013,77.9,7112.33575
2012,77.6,6541.7465
2011,77.3,6497.55443
2010,76.7,633.79498
2009,76.3,597.1659
2008,75.9,5828.621374
2007,75.4,52.862285
2006,75.0,4428.522898
2005,74.3,3488.493769
2004,73.4,3853.33348
2003,72.7,3432.247841
2002,71.8,32.37239
2001,78.0,298.67598
2000,69.6,2182.99711
2015,58.2,729.725338
2014,57.8,825.5729915
2013,57.3,777.659139
2012,57.2,777.3476868
2011,56.8,835.88998
2010,56.5,78.377632
2009,56.0,697.153124
2008,55.5,689.6784228
2007,55.0,595.6368319
2006,54.3,521.6425796
2005,53.6,487.942556
2004,52.8,439.3572924
2003,52.0,391.791281
2002,51.2,334.22416
2001,55.0,36.8473237
2000,49.8,269.3483829
2015,81.7,23819.4636
2014,81.4,2618.92599
2013,81.1,2393.1888
2012,81.0,2193.8836
2011,87.0,22821.847
2010,83.0,2187.79469
2009,82.0,2675.58259
2008,80.0,21928.767
2007,79.6,19375.5696
2006,79.3,16671.5672
2005,79.0,15835.34667
2004,78.7,1519.5497
2003,78.5,13689.98999
2002,78.2,11843.9392
2001,77.8,1121.78636
2000,77.5,1139.5651
2015,63.1,1158.256469
2014,63.0,1326.66882
2013,62.7,145.57838
2012,62.5,1364.283745
2011,62.2,1393.261593
2010,62.0,123.383675
2009,61.7,146.83851
2008,61.4,1167.535689
2007,61.2,113.3128
2006,69.0,944.134851
2005,66.0,697.7451989
2004,64.0,62.547286
2003,63.0,528.586613
2002,62.0,46.9542322
2001,61.0,464.229758
2000,60.0,477.476124
2015,74.6,9252.11724
2014,74.2,1153.93822
2013,74.1,9637.265
2012,73.9,9291.227619
2011,73.6,9197.26972
2010,73.3,8.376432
2009,72.8,7318.12641
2008,72.7,83.635
2007,72.9,6574.654338
2006,71.8,5695.969327
2005,72.1,5116.45424
2004,71.9,5229.876738
2003,71.5,4623.347642
2002,71.5,3957.51296
2001,71.5,3792.182152
2000,71.0,3861.32414
2015,76.7,9143.128494
2014,76.6,1452.27766
2013,76.6,1298.86766
2012,76.3,982.532572
2011,76.1,9834.472689
2010,75.6,8959.581416
2009,75.7,7748.12331
2008,75.6,9689.52887
2007,76.0,933.341687
2006,75.8,8767.92258
2005,75.3,7986.798439
2004,75.4,7199.59665
2003,75.0,6751.998987
2002,75.0,716.8219
2001,75.0,731.378864
2000,74.8,672.92113
2015,68.8,3944.1839
2014,68.4,4181.583321
2013,68.1,4385.379355
2012,67.8,4368.82248
2011,67.3,3769.595255
2010,66.3,265.353659
2009,66.9,1717.898761
2008,67.4,2139.625631
2007,65.9,1634.81431
2006,65.0,1334.651896
2005,64.5,998.8226671
2004,64.0,797.8377432
2003,64.0,646.561295
2002,63.8,571.51883
2001,63.2,524.145924
2000,62.8,474.2133361
2015,76.1,6461.192554
2014,75.9,7378.345289
2013,75.8,7186.429787
2012,75.6,6586.71929
2011,75.4,7318.742449
2010,75.3,6682.281158
2009,75.0,6698.79439
2008,74.6,7325.73474
2007,74.2,5957.145693
2006,73.8,4383.59597
2005,73.6,3674.617924
2004,73.5,338.199535
2003,73.5,2789.1735
2002,73.4,216.243274
2001,73.3,199.583957
2000,73.0,1627.42893
2015,74.3,2847.285569
2014,74.1,3154.513484
2013,73.9,3111.762887
2012,73.6,294.746728
2011,73.3,339.91616
2010,72.8,2834.2472
2009,72.3,2861.5545
2008,71.8,2884.94776
2007,71.4,2494.353552
2006,71.0,2191.478567
2005,77.0,213.755559
2004,72.0,1948.812275
2003,69.9,1721.973863
2002,69.5,1413.757176
2001,69.0,1336.775376
2000,68.6,1332.382358
2015,57.6,528.3125597
2014,56.7,623.2871141
2013,55.3,65.985681
2012,54.8,566.513873
2011,54.3,526.5313517
2010,54.0,419.2258149
2009,53.8,463.852618
2008,53.2,53.127719
2007,52.1,422.1461573
2006,51.2,385.7567141
2005,58.0,369.1545359
2004,54.0,336.3318145
2003,51.0,283.8911588
2002,49.8,262.884551
2001,49.5,256.4414872
2000,49.0,277.6486591
2015,66.6,1194.59137
2014,66.4,1262.893782
2013,66.2,1168.83947
2012,65.9,1171.58257
2011,65.6,1186.423937
2010,65.4,987.7365832
2009,65.2,741.777116
2008,59.2,643.951373
2007,64.5,41.451
2006,64.2,296.97284
2005,63.9,247.24276
2004,63.5,219.8156688
2003,63.2,219.782326
2002,62.8,143.77651
2001,62.5,138.9249275
2000,62.1,193.187484
2015,65.8,4737.66996
2014,65.9,5421.343953
2013,66.1,5488.131712
2012,65.8,5749.44752
2011,64.3,56.971392
2010,63.0,5191.58381
2009,62.4,4153.497885
2008,61.7,429.6561
2007,60.0,422.51968
2006,57.0,3881.29535
2005,55.1,3573.146387
2004,54.7,3288.257373
2003,55.0,2482.36862
2002,55.7,1713.47594
2001,56.5,1834.29486
2000,57.4,257.99557
2015,69.2,743.7653489
2014,69.6,76.2386977
2013,69.3,688.6172788
2012,68.9,681.7925868
2011,68.4,692.1166842
2010,68.0,592.1835216
2009,67.5,48.7299
2008,67.0,473.844449
2007,66.6,393.8843518
2006,66.0,348.6314534
2005,65.4,317.89198
2004,64.7,287.4156
2003,64.3,253.72412
2002,63.1,246.375621
2001,63.2,248.6183539
2000,62.5,231.42554
2015,81.9,44292.88473
2014,81.7,52157.4687
2013,81.4,51574.48942
2012,81.1,49474.7561
2011,81.1,5354.6536
2010,88.0,5338.25483
2009,86.0,519.349
2008,83.0,56928.8248
2007,82.0,51241.31562
2006,79.8,44453.97119
2005,79.4,41577.169
2004,79.2,39954.64222
2003,78.7,35245.1647
2002,78.4,28817.32321
2001,78.3,26584.12169
2000,78.1,25921.12794
2015,81.6,3821.8937
2014,81.5,4453.24673
2013,81.3,42889.88141
2012,81.1,3997.25624
2011,86.0,38426.5581
2010,89.0,33691.34837
2009,85.0,282.94193
2008,81.0,31287.77865
2007,81.0,3259.73471
2006,79.9,2667.86452
2005,79.9,2775.89515
2004,79.2,2542.39935
2003,79.1,21913.7817
2002,78.7,16874.31232
2001,78.5,13882.85683
2000,78.6,13641.1272
2015,74.8,295.966488
2014,74.5,1975.46477
2013,73.9,1847.19849
2012,73.9,1792.3845
2011,74.5,1682.957924
2010,73.2,1526.497938
2009,73.2,1464.497754
2008,72.5,1518.85386
2007,72.5,1344.31871
2006,73.0,124.992617
2005,71.2,1175.116225
2004,71.0,191.55157
2003,76.0,115.565314
2002,75.0,11.147277
2001,73.0,143.6758
2000,73.0,116.2743
2015,61.8,358.99731
2014,61.4,43.646498
2013,69.0,416.14838
2012,63.0,391.515524
2011,59.4,375.5819866
2010,58.2,348.151511
2009,57.1,341.2894618
2008,56.0,354.8185998
2007,55.2,292.55962
2006,54.5,258.463873
2005,53.7,25.383731
2004,52.9,232.5661574
2003,52.1,215.8548
2002,51.4,177.828384
2001,56.0,165.257247
2000,50.0,158.455972
2015,54.5,2655.157977
2014,53.6,3221.678128
2013,53.2,2996.96432
2012,52.7,2755.297787
2011,52.3,2527.9423
2010,52.0,2327.3267
2009,51.6,197.661422
2008,59.0,1383.893354
2007,55.0,1136.829645
2006,49.8,119.743286
2005,49.2,87.8938738
2004,48.5,648.815852
2003,48.1,512.65719
2002,47.7,459.4572117
2001,47.4,351.7996666
2000,47.1,379.1193264
2015,81.8,7455.24654
2014,81.6,975.49856
2013,81.5,1291.435
2012,81.3,11563.727
2011,81.1,1574.9861
2010,81.0,87646.75346
2009,89.0,817.77681
2008,86.0,9688.5961
2007,85.0,85128.65759
2006,84.0,74114.69715
2005,81.0,66775.3944
2004,79.8,5757.26916
2003,79.4,5111.65445
2002,78.9,4361.1538
2001,78.8,38549.58934
2000,78.5,38146.71539
2015,76.6,16627.36433
2014,76.4,2458.45226
2013,76.2,21268.7564
2012,76.0,22134.916
2011,75.8,2986.36
2010,75.6,1928.74739
2009,75.4,16784.34616
2008,75.2,2275.3536
2007,74.9,1585.13226
2006,74.7,1448.55
2005,74.3,12376.97936
2004,74.0,1129.28886
2003,73.6,969.8126
2002,73.3,8629.11774
2001,72.9,8476.61511
2000,72.6,861.18596
2015,66.4,1431.244865
2014,66.2,1316.98966
2013,66.0,1272.44161
2012,65.7,1261.28967
2011,65.5,1226.215314
2010,65.1,14.142268
2009,64.8,16.63999
2008,64.6,139.31288
2007,64.4,95.4327931
2006,64.2,873.772727
2005,62.9,711.4699463
2004,63.7,649.848233
2003,63.5,563.594342
2002,63.2,499.8633
2001,63.0,51.6568157
2000,62.8,533.8624114
2015,77.8,13134.4367
2014,77.6,12593.7374
2013,77.5,11685.97983
2012,77.2,1589.82713
2011,77.3,927.723171
2010,76.5,7937.259931
2009,76.8,7429.628274
2008,76.5,6973.9284
2007,76.4,668.8667
2006,76.2,5348.518399
2005,75.8,4916.54886
2004,75.8,4591.892776
2003,75.5,4267.13578
2002,75.7,4126.14671
2001,75.5,446.372833
2000,75.7,46.29935
2014,62.7,2182.716565
2013,62.4,229.95364
2012,62.2,271.318741
2011,62.0,177.867119
2010,61.8,1366.879112
2009,61.6,1166.66337
2008,61.4,1178.72469
2007,61.1,956.668952
2006,68.0,854.346921
2005,64.0,77.5773486
2004,59.9,637.3616215
2003,59.6,588.3582595
2002,59.3,511.665773
2001,59.1,539.41528
2000,58.9,631.9468526
2015,74.0,419.367724
2014,73.9,4712.822736
2013,73.8,4479.95858
2012,73.6,3855.537735
2011,73.4,3988.11894
2010,73.2,3225.591754
2009,73.0,2599.596259
2008,72.7,359.992184
2007,72.5,2312.192926
2006,72.3,189.71539
2005,72.1,157.145691
2004,71.9,148.527976
2003,71.7,1174.779347
2002,71.5,1148.229882
2001,71.2,1417.26582
2000,79.0,1545.626423
2015,75.5,63.343259
2014,75.3,6491.5245
2013,75.3,6583.116248
2012,74.9,6387.785281
2011,74.5,5771.565878
2010,73.7,522.493191
2009,73.8,4166.93387
2008,73.9,428.87811
2007,74.0,3611.2147
2006,74.2,3171.49856
2005,72.8,2754.7829
2004,72.2,2448.143899
2003,72.1,218.25997
2002,72.6,259.192958
2001,72.4,1981.243653
2000,71.4,1996.719689
2015,68.5,2878.33837
2014,68.4,2842.938353
2013,68.1,276.289146
2012,68.1,2581.818554
2011,68.0,2352.518156
2010,67.9,2129.499242
2009,68.0,1825.341521
2008,67.5,1919.466195
2007,67.5,1672.685433
2006,67.3,1391.772325
2005,67.0,1194.697155
2004,67.3,179.3715
2003,67.2,11.553196
2002,66.8,1.68135
2001,66.8,957.287441
2000,66.8,138.91977
2015,77.5,12565.9876
2014,77.3,14341.675
2013,77.1,1378.54911
2012,76.8,13145.1484
2011,76.7,13893.18768
2010,76.3,12599.52486
2009,75.7,11527.59323
2008,75.5,141.44688
2007,75.3,1126.31852
2006,75.2,94.7726
2005,75.0,821.251569
2004,74.9,6681.178818
2003,74.7,5693.52416
2002,74.5,5196.932921
2001,74.2,4981.198619
2000,73.7,4492.72764
2015,81.1,1922.681
2014,89.0,2277.53613
2013,86.0,21618.73534
2012,83.0,2577.4264
2011,82.0,23196.18375
2010,79.6,22538.6548
2009,79.3,2363.97161
2008,79.0,24815.6884
2007,78.7,2278.5845
2006,78.5,19821.44463
2005,77.7,18784.9485
2004,78.0,1845.5881
2003,77.3,15772.7334
2002,77.2,12882.28897
2001,76.9,11729.14616
2000,76.6,1152.39681
2015,78.2,66346.52267
2014,78.1,86852.7119
2013,77.9,8834.87958
2012,77.8,88564.82298
2011,77.5,85948.746
2010,77.3,736.22784
2009,77.0,61478.23813
2008,76.8,82967.37228
2007,76.7,675.61258
2006,76.6,6256.55926
2005,76.6,51488.49529
2004,76.6,41818.35256
2003,76.5,34176.98183
2002,76.4,2999.65492
2001,76.3,2843.63635
2000,76.2,29986.2915
2015,75.0,8958.788593
2014,74.8,12.27733
2013,74.6,9585.266593
2012,74.4,8558.39766
2011,74.3,92.277825
2010,73.4,8297.483621
2009,73.1,822.18329
2008,73.1,1136.47356
2007,72.9,8214.185378
2006,72.5,5828.745662
2005,71.9,4676.315183
2004,71.7,3552.92452
2003,71.1,2774.95586
2002,77.0,2124.873613
2001,78.0,1839.72945
2000,77.0,1668.162731
2015,75.0,9329.298351
2014,73.0,14125.961
2013,70.0,15543.67653
2012,69.6,15154.45687
2011,69.4,14212.687
2010,68.4,1674.98771
2009,68.2,8562.89598
2008,67.5,11635.2637
2007,67.3,911.25385
2006,66.4,692.194398
2005,65.0,5323.473877
2004,64.9,412.372294
2003,64.6,2975.132778
2002,64.8,2375.5944
2001,65.1,21.362386
2000,65.0,1771.58662
2015,66.1,71.348397
2014,65.7,76.5699517
2013,65.2,688.8768557
2012,64.6,678.796973
2011,63.8,617.317648
2010,62.8,563.491487
2009,61.0,539.1538211
2008,68.0,5.6687264
2007,59.6,44.853339
2006,57.6,342.3656294
2005,55.3,287.931877
2004,53.4,236.9114381
2003,52.0,212.6619491
2002,57.0,196.59778
2001,48.6,21.569654
2000,48.3,216.172747
2015,74.0,4149.363444
2014,73.8,4178.973369
2013,73.6,4219.65123
2012,73.2,4234.554443
2011,73.0,3942.9827
2010,72.6,3453.487434
2009,76.0,335.112838
2008,72.5,359.82223
2007,72.2,322.543121
2006,72.0,287.963899
2005,71.6,2571.262348
2004,71.4,2351.33814
2003,79.0,197.29417
2002,76.0,1631.41727
2001,75.0,1555.47451
2000,72.0,154.68923
2015,67.5,1624.63963
2014,67.3,1821.878734
2013,67.1,1619.532678
2012,66.9,138.949959
2011,66.6,134.326189
2010,66.2,1129.754961
2009,65.8,199.57146
2008,65.4,1126.46212
2007,65.1,894.927988
2006,64.7,843.89447
2005,64.3,81.86157
2004,63.8,693.345683
2003,63.4,649.342153
2002,63.1,555.8185378
2001,62.8,51.216381
2015,74.5,2732.86172
2014,74.4,24575.434
2013,74.3,24934.38614
2012,74.1,2533.9462
2011,73.9,2377.74739
2010,73.7,19259.58726
2009,73.4,1694.2931
2008,73.3,237.83234
2007,73.2,16472.1665
2006,73.2,15334.66994
2005,73.1,13739.82945
2004,73.1,11138.8746
2003,73.0,9567.458285
2002,72.9,8655.311531
2001,72.8,8643.4944
2000,72.6,9126.954277
2015,66.7,98.7256145
2014,66.4,152.443873
2013,66.0,148.912351
2012,65.6,136.4518
2011,64.9,18.25321
2010,64.3,11.631377
2009,63.5,12.566464
2008,62.8,11.33678
2007,62.1,95.3978522
2006,61.3,89.838296
2005,65.0,773.8698713
2004,59.7,733.581811
2003,59.0,642.7663113
2002,58.4,513.26227
2001,57.9,481.287397
2000,57.5,473.45338
2015,75.6,5237.255334
2014,75.4,62.173221
2013,75.3,6353.826383
2012,74.9,5659.3824
2011,74.6,6423.291783
2010,74.4,5411.87744
2009,74.1,5821.35397
2008,74.0,671.773913
2007,73.8,5458.121718
2006,73.6,4129.758741
2005,73.0,3528.1318
2004,73.0,3331.228766
2003,73.0,2832.49652
2002,72.9,2149.9944
2001,73.1,1634.87561
2000,72.6,87.1365252
2015,73.2,1539.464
2014,73.0,1557.77892
2013,72.9,15687.34795
2012,72.7,12845.17363
2011,72.6,12189.9516
2010,72.4,184.68447
2009,72.3,976.9566
2008,72.2,11122.8627
2007,72.2,12154.82994
2006,72.2,1214.39987
2005,72.2,1192.5174
2004,72.1,1176.65871
2003,72.1,8524.961236
2002,72.1,8331.261997
2001,72.0,7663.1378
2000,71.8,7578.85153
2015,51.0,587.538233
2014,48.1,78.4394757
2013,54.0,71.8186998
2012,49.7,561.8984239
2011,48.9,445.525
2010,48.1,45.128418
2009,47.1,394.5932439
2008,46.2,46.3759178
2007,45.3,358.8274716
2006,44.3,322.313468
2005,43.3,287.6891942
2004,42.3,263.145817
2003,41.5,263.7618312
2002,48.0,249.939542
2001,41.0,227.779471
2000,39.0,139.3147734
2015,83.1,53629.73746
2014,82.9,56336.7234
2013,82.7,5629.18914
2012,82.5,54431.16199
2011,82.2,53166.67581
2010,82.0,46569.67951
2009,81.7,38577.55822
2008,81.4,39721.4818
2007,81.1,39223.58187
2006,87.0,33579.85948
2005,82.0,29869.85398
2004,79.7,2745.27136
2003,79.3,23573.6284
2002,79.0,2216.83279
2001,78.7,21577.7823
2000,78.3,23792.677
2015,88.0,2729.86383
2014,87.0,242.67286
2013,85.0,2315.31799
2012,82.0,22486.47167
2011,79.8,24985.24827
2010,79.5,23437.4722
2009,79.1,24633.79785
2008,78.9,2751.8127
2007,78.3,23841.31792
2006,78.1,19726.1265
2005,77.5,18169.1891
2004,77.2,1726.9151
2003,76.5,1488.47154
2002,76.6,11814.9994
2001,76.2,1479.29634
2000,76.0,1227.73677
2015,69.2,1922.41388
2014,68.8,29.652622
2013,68.8,188.5159
2012,68.7,1858.689868
2011,68.5,1642.837974
2010,68.3,1272.44825
2009,68.1,1158.282672
2008,68.0,125.79167
2007,67.6,146.931125
2006,67.6,948.6592511
2005,67.4,88.874858
2004,67.1,818.442619
2003,66.8,744.7657423
2002,66.5,784.9562874
2001,66.2,944.81684
2000,65.8,154.518572
2015,55.0,426.98537
2014,54.3,417.89143
2013,54.2,47.5432354
2015,62.9,5769.77258
2014,62.0,6479.625659
2013,69.0,6876.953821
2012,59.2,7548.163698
2011,58.9,849.954224
2010,58.0,7362.76139
2009,56.5,5888.6284
2008,55.3,5786.59972
2007,54.5,6125.39984
2006,54.0,5631.73485
2005,53.8,5414.634326
2004,53.7,4863.51688
2003,54.0,3775.68275
2002,54.9,2518.398261
2001,56.0,2681.781
2000,57.3,337.2253
2015,57.3,758.725782
2014,56.6,1151.861715
2013,56.4,1186.11325
2012,56.0,958.45581
2011,55.4,176.9713
2010,55.0,1562.239346
2009,54.3,1264.78998
2008,53.6,1678.711862
2015,82.8,25683.84565
2014,82.6,296.47225
2013,82.4,2921.9342
2012,82.0,28562.29324
2011,82.1,31834.21816
2010,81.9,3736.228
2009,81.6,32333.4661
2008,81.3,35578.73619
2007,89.0,3279.414
2006,88.0,28482.6948
2005,81.0,2651.71745
2004,81.0,24918.64584
2003,79.4,21495.7741
2002,79.5,1719.53541
2001,79.4,15323.6114
2000,79.1,14676.769
2015,74.9,3844.89123
2014,74.7,382.54994
2013,74.6,361.289374
2012,74.5,335.521375
2011,74.5,322.992615
2010,74.5,2819.511161
2009,71.8,216.681584
2008,72.3,254.489192
2007,73.7,1644.816372
2006,73.8,1448.7611
2005,74.2,1259.87591
2004,69.1,174.6692
2003,73.9,989.4547732
2002,73.7,873.1472436
2001,72.7,837.699787
2000,71.5,875.412178
2015,64.1,2513.884661
2014,63.8,2176.89829
2013,63.5,1955.66799
2012,63.2,1892.894352
2011,62.7,1666.857757
2010,62.5,1476.47887
2009,62.0,1226.884381
2008,61.8,1291.528826
2007,61.4,1115.6952
2006,61.0,893.8793645
2005,67.0,679.7539949
2004,59.7,565.569459
2003,59.6,477.738478
2002,59.4,412.1517561
2001,58.9,377.5254454
2000,58.6,361.35843
2015,71.6,8818.982566
2014,71.4,9564.46383
2013,71.2,9484.56898
2012,71.3,9272.413453
2011,76.0,8318.97692
2010,73.0,833.31332
2009,70.0,7443.85178
2008,69.8,6858.163158
2007,69.5,5761.39536
2006,69.3,527.92
2005,68.9,3595.8855
2004,68.3,36.48773
2003,68.0,263.1399
2002,67.9,2232.513244
2001,67.7,1598.77512
2000,67.4,1888.61829
2015,58.9,3136.92511
2014,58.4,3464.35169
2013,57.6,3598.75972
2012,56.5,3851.51547
2011,55.0,3934.27325
2010,53.6,369.239336
2009,52.6,332.517125
2008,51.4,2842.438422
2007,50.0,347.48798
2006,47.8,2937.36723
2005,46.0,2873.862141
2004,45.6,2529.633557
2003,45.9,22.99449
2002,46.4,1324.996228
2001,47.1,1437.634951
2000,48.4,1637.4567
2015,82.4,5585.25847
2014,82.3,5918.19898
2013,81.9,6283.24522
2012,81.7,57134.777
2011,81.7,59593.28711
2010,81.5,5276.25591
2009,81.4,4627.592
2008,81.1,55746.84238
2007,89.0,53324.37937
2006,88.0,46256.4716
2005,85.0,4385.35315
2004,83.0,42442.2245
2003,82.0,36961.42537
2002,79.9,29571.7446
2001,79.8,26969.24457
2000,79.6,29283.55
2015,83.4,8989.8424
2014,83.2,85814.58857
2013,83.0,84658.88768
2012,82.7,83164.38795
2011,82.6,87998.44468
2010,82.3,74276.71842
2009,82.1,69672.471
2008,82.0,72119.5687
2007,81.7,63223.46778
2006,81.5,57348.92788
2005,81.1,54797.54663
2004,81.0,53255.97631
